,station_name,station_no,station_id,ts_id,ts_name,parametertype_id,parametertype_name,from,to
297,Son0333,SV-MON-1S,13685,64666010,DayMeanEdit,536,Groundwater_elevation,2013-12-20T08:00:00.000Z,2021-03-01T08:00:00.000Z
298,Son0334,SV-MON-1D,13684,64667010,DayMeanEdit,536,Groundwater_elevation,2013-12-20T08:00:00.000Z,2021-07-21T08:00:00.000Z
299,Son0335,SV-MON-2S,13686,64668010,DayMeanEdit,536,Groundwater_elevation,2013-12-20T08:00:00.000Z,2021-07-21T08:00:00.000Z
300,Son0336,SV-MON-3S,13687,64669010,DayMeanEdit,536,Groundwater_elevation,2013-12-20T08:00:00.000Z,2021-07-21T08:00:00.000Z
301,Son0345,SCWA_CYMW-1b,13599,64670010,DayMeanEdit,536,Groundwater_elevation,2016-06-28T08:00:00.000Z,2024-02-29T08:00:00.000Z
302,Son0411,CitySon_well8,112816,64671010,DayMeanEdit,536,Groundwater_elevation,2018-03-16T08:00:00.000Z,2018-11-14T08:00:00.000Z
303,Son0549,SCWA_FC_MW_2s_Old,214024,64672010,DayMeanEdit,536,Groundwater_elevation,2018-07-18T08:00:00.000Z,2019-12-11T08:00:00.000Z
304,Son0550,SCWA_FC-MW-2d_Old,214025,64673010,DayMeanEdit,536,Groundwater_elevation,2018-07-18T08:00:00.000Z,2019-12-11T08:00:00.000Z
305,Son0551,SV-J08-06_Arnold,258064,64674010,DayMeanEdit,536,Groundwater_elevation,2019-11-26T08:00:00.000Z,2023-11-08T08:00:00.000Z
306,Son0552,SV-J10-02_Madrone,314356,64675010,DayMeanEdit,536,Groundwater_elevation,2009-04-20T08:00:00.000Z,2024-06-01T08:00:00.000Z
307,Son0553,SV-K11-02_StLeos,314384,64676010,DayMeanEdit,536,Groundwater_elevation,2019-11-26T08:00:00.000Z,2023-11-08T08:00:00.000Z
308,Son0554,SV-L14-02_Leveroni,314572,64677010,DayMeanEdit,536,Groundwater_elevation,2019-11-26T08:00:00.000Z,2023-11-08T08:00:00.000Z
309,Son0559,SVDMW-1-293,512032,64678010,DayMeanEdit,536,Groundwater_elevation,2023-04-13T08:00:00.000Z,2023-11-16T08:00:00.000Z
310,Son0560,SVDMW-1-435,512050,64679010,DayMeanEdit,536,Groundwater_elevation,2023-04-13T08:00:00.000Z,2023-11-16T08:00:00.000Z
311,Son0561,SVDMW-2-271,512058,64680010,DayMeanEdit,536,Groundwater_elevation,2023-04-11T08:00:00.000Z,2023-11-16T08:00:00.000Z
312,Son0562,SVDMW-2-375,512066,64681010,DayMeanEdit,536,Groundwater_elevation,2023-04-11T08:00:00.000Z,2023-11-16T08:00:00.000Z
313,Son0563,SVDMW-4-110,512074,64682010,DayMeanEdit,536,Groundwater_elevation,2009-04-20T08:00:00.000Z,2024-06-01T08:00:00.000Z
314,Son0564,SVDMW-4-353,512082,64683010,DayMeanEdit,536,Groundwater_elevation,2022-12-13T08:00:00.000Z,2023-11-16T08:00:00.000Z
315,Son0324,SV-MW1-455,13693,64772010,01.Final Elevation - Manual Measurement,536,Groundwater_elevation,2013-06-29T00:30:00.000Z,2023-12-26T22:00:00.000Z
316,Son0324,SV-MW1-455,13693,64775010,DayMeanEdit,536,Groundwater_elevation,2011-11-04T08:00:00.000Z,2023-05-02T08:00:00.000Z
3,UPC17-0065_1,UPC17-0065_1,619226,66024010,02.Final Water Elevation,536,Groundwater_elevation,2020-03-06T08:00:00.000Z,2020-12-08T08:00:00.000Z
4,UPC17-0072_1,UPC17-0072_1,619227,66026010,02.Final Water Elevation,536,Groundwater_elevation,2021-01-07T08:00:00.000Z,2021-11-01T08:00:00.000Z
7,UPC18-0015_1,UPC18-0015_1,619230,66032010,02.Final Water Elevation,536,Groundwater_elevation,2021-01-07T08:00:00.000Z,2021-11-01T08:00:00.000Z
8,UPC18-0021_1,UPC18-0021_1,619231,66034010,02.Final Water Elevation,536,Groundwater_elevation,2021-01-07T08:00:00.000Z,2023-09-01T08:00:00.000Z
12,UPC19-0010_1,UPC19-0010_1,619235,66042010,02.Final Water Elevation,536,Groundwater_elevation,2021-02-09T08:00:00.000Z,2021-02-09T08:00:00.000Z
13,UPC17-0020_1,UPC17-0020_1,619330,66148010,02.Final Water Elevation,536,Groundwater_elevation,2011-06-01T08:00:00.000Z,2023-12-01T08:00:00.000Z
14,UPC17-0021_1,UPC17-0021_1,619542,66150010,02.Final Water Elevation,536,Groundwater_elevation,2020-03-19T08:00:00.000Z,2023-12-21T08:00:00.000Z
15,UPC17-0034_1,UPC17-0034_1,619543,66152010,02.Final Water Elevation,536,Groundwater_elevation,2020-01-02T08:00:00.000Z,2023-05-01T08:00:00.000Z
16,UPC17-0090_1,UPC17-0090_1,619544,66154010,02.Final Water Elevation,536,Groundwater_elevation,2017-01-09T08:00:00.000Z,2023-12-05T08:00:00.000Z
17,UPC18-0002_1,UPC18-0002_1,619545,66156010,02.Final Water Elevation,536,Groundwater_elevation,2019-11-26T08:00:00.000Z,2022-08-31T08:00:00.000Z
18,UPC18-0022_1,UPC18-0022_1,619546,66158010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-10T08:00:00.000Z,2022-06-30T08:00:00.000Z
19,UPC20-0001_1,UPC20-0001_1,619547,66160010,02.Final Water Elevation,536,Groundwater_elevation,2023-04-06T08:00:00.000Z,2023-10-19T08:00:00.000Z
20,UPC17-0013_1,UPC17-0013_1,622291,66262010,02.Final Water Elevation,536,Groundwater_elevation,2022-09-20T08:00:00.000Z,2023-10-05T08:00:00.000Z
23,UPC17-0084_1,UPC17-0084_1,622294,66268010,02.Final Water Elevation,536,Groundwater_elevation,2019-02-25T08:00:00.000Z,2020-12-30T08:00:00.000Z
24,UPC18-0005_1,UPC18-0005_1,622295,66270010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-20T08:00:00.000Z,2023-12-20T08:00:00.000Z
25,UPC18-0053_1,UPC18-0053_1,622296,66272010,02.Final Water Elevation,536,Groundwater_elevation,2023-08-30T08:00:00.000Z,2024-01-30T08:00:00.000Z
0,UPE00-0035_1,UPE00-0035_1,41956,65660010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-10T08:00:00.000Z,2023-12-04T08:00:00.000Z
1,UPE00-0035_2,UPE00-0035_2,41957,65661010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-10T08:00:00.000Z,2023-12-04T08:00:00.000Z
2,UPE04-0009_1,UPE04-0009_1,41958,65662010,02.Final Water Elevation,536,Groundwater_elevation,2007-09-20T08:00:00.000Z,2021-12-10T08:00:00.000Z
3,UPE04-0018_1,UPE04-0018_1,41908,65663010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-15T08:00:00.000Z,2022-01-15T08:00:00.000Z
4,UPE04-0032_1,UPE04-0032_1,41897,65664010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-08T08:00:00.000Z,2023-12-08T08:00:00.000Z
6,UPE04-0042_1,UPE04-0042_1,42038,65666010,02.Final Water Elevation,536,Groundwater_elevation,2010-01-03T08:00:00.000Z,2018-12-30T08:00:00.000Z
7,UPE04-0047_1,UPE04-0047_1,41959,65667010,02.Final Water Elevation,536,Groundwater_elevation,2007-02-26T08:00:00.000Z,2018-12-01T08:00:00.000Z
9,UPE04-0077_1,UPE04-0077_1,41961,65669010,02.Final Water Elevation,536,Groundwater_elevation,2018-03-01T08:00:00.000Z,2023-12-18T08:00:00.000Z
14,UPE04-0113_1,UPE04-0113_1,41909,65674010,02.Final Water Elevation,536,Groundwater_elevation,2018-01-15T08:00:00.000Z,2023-12-18T08:00:00.000Z
18,UPE05-0014_1,UPE05-0014_1,42099,65678010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-01T08:00:00.000Z,2022-11-01T08:00:00.000Z
23,UPE05-0065_1,UPE05-0065_1,41910,65683010,02.Final Water Elevation,536,Groundwater_elevation,2022-02-07T08:00:00.000Z,2023-11-06T08:00:00.000Z
26,UPE05-0070_1,UPE05-0070_1,42046,65686010,02.Final Water Elevation,536,Groundwater_elevation,2019-08-05T08:00:00.000Z,2020-12-18T08:00:00.000Z
27,UPE05-0077_1,UPE05-0077_1,41913,65687010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-31T08:00:00.000Z,2024-01-02T08:00:00.000Z
29,UPE05-0082_1,UPE05-0082_1,41964,65689010,02.Final Water Elevation,536,Groundwater_elevation,2023-03-31T08:00:00.000Z,2024-01-05T08:00:00.000Z
30,UPE05-0122_1,UPE05-0122_1,41914,65690010,02.Final Water Elevation,536,Groundwater_elevation,2008-03-24T08:00:00.000Z,2023-11-14T08:00:00.000Z
32,UPE06-0001_1,UPE06-0001_1,41915,65692010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-06T08:00:00.000Z,2023-12-27T08:00:00.000Z
34,UPE06-0022_1,UPE06-0022_1,42049,65694010,02.Final Water Elevation,536,Groundwater_elevation,2012-01-17T08:00:00.000Z,2012-12-21T08:00:00.000Z
35,UPE06-0037_1,UPE06-0037_1,42050,65695010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-04T08:00:00.000Z,2022-12-03T08:00:00.000Z
37,UPE06-0045_1,UPE06-0045_1,42052,65697010,02.Final Water Elevation,536,Groundwater_elevation,2023-10-19T08:00:00.000Z,2023-10-19T08:00:00.000Z
38,UPE06-0085_1,UPE06-0085_1,41965,65698010,02.Final Water Elevation,536,Groundwater_elevation,2022-02-07T08:00:00.000Z,2024-01-08T08:00:00.000Z
40,UPE06-0093_1,UPE06-0093_1,42103,65700010,02.Final Water Elevation,536,Groundwater_elevation,2009-01-02T08:00:00.000Z,2023-01-02T08:00:00.000Z
41,UPE06-0097_1,UPE06-0097_1,41966,65701010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-31T08:00:00.000Z,2022-12-31T08:00:00.000Z
42,UPE06-0106_1,UPE06-0106_1,41916,65702010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-03T08:00:00.000Z,2024-01-02T08:00:00.000Z
46,UPE07-0011_1,UPE07-0011_1,41967,65706010,02.Final Water Elevation,536,Groundwater_elevation,2011-02-23T08:00:00.000Z,2014-10-30T08:00:00.000Z
50,UPE07-0019_1,UPE07-0019_1,42107,65710010,02.Final Water Elevation,536,Groundwater_elevation,2009-01-02T08:00:00.000Z,2023-01-02T08:00:00.000Z
60,UPE07-0088_1,UPE07-0088_1,42063,65720010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-28T08:00:00.000Z,2022-12-28T08:00:00.000Z
61,UPE07-0123_1,UPE07-0123_1,41917,65721010,02.Final Water Elevation,536,Groundwater_elevation,2016-02-04T08:00:00.000Z,2020-11-13T08:00:00.000Z
64,UPE08-0065_1,UPE08-0065_1,42064,65724010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-06T08:00:00.000Z,2023-12-11T08:00:00.000Z
67,UPE08-0082_1,UPE08-0082_1,42110,65727010,02.Final Water Elevation,536,Groundwater_elevation,2021-08-01T08:00:00.000Z,2024-01-01T08:00:00.000Z
68,UPE08-0095_1,UPE08-0095_1,41969,65728010,02.Final Water Elevation,536,Groundwater_elevation,2021-02-16T08:00:00.000Z,2023-12-19T08:00:00.000Z
69,UPE08-0096_1,UPE08-0096_1,41995,65729010,02.Final Water Elevation,536,Groundwater_elevation,2014-01-10T08:00:00.000Z,2024-01-22T08:00:00.000Z
70,UPE08-0106_1,UPE08-0106_1,42066,65730010,02.Final Water Elevation,536,Groundwater_elevation,2009-01-04T08:00:00.000Z,2023-12-11T08:00:00.000Z
75,UPE09-0027_1,UPE09-0027_1,41998,65735010,02.Final Water Elevation,536,Groundwater_elevation,2023-12-19T08:00:00.000Z,2023-12-19T08:00:00.000Z
82,UPE09-0041_1,UPE09-0041_1,42067,65742010,02.Final Water Elevation,536,Groundwater_elevation,2011-02-04T08:00:00.000Z,2018-11-01T08:00:00.000Z
83,UPE09-0063_1,UPE09-0063_1,41974,65743010,02.Final Water Elevation,536,Groundwater_elevation,2013-05-16T08:00:00.000Z,2023-12-18T08:00:00.000Z
84,UPE09-0071_1,UPE09-0071_1,42068,65744010,02.Final Water Elevation,536,Groundwater_elevation,2023-12-22T08:00:00.000Z,2023-12-22T08:00:00.000Z
85,UPE09-0088_1,UPE09-0088_1,41918,65745010,02.Final Water Elevation,536,Groundwater_elevation,2011-03-02T08:00:00.000Z,2023-12-01T08:00:00.000Z
86,UPE09-0095_1,UPE09-0095_1,41975,65746010,02.Final Water Elevation,536,Groundwater_elevation,2014-04-01T08:00:00.000Z,2024-01-01T08:00:00.000Z
87,UPE10-0026_1,UPE10-0026_1,42069,65747010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-25T08:00:00.000Z,2023-12-19T08:00:00.000Z
91,UPE11-0036_1,UPE11-0036_1,42111,65751010,02.Final Water Elevation,536,Groundwater_elevation,2022-02-18T08:00:00.000Z,2023-11-07T08:00:00.000Z
94,UPE11-0072_1,UPE11-0072_1,41977,65754010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-06T08:00:00.000Z,2023-12-06T08:00:00.000Z
96,UPE11-0088_1,UPE11-0088_1,41979,65756010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-07T08:00:00.000Z,2024-10-18T08:00:00.000Z
97,UPE07-0088_2,UPE07-0088_2,619236,66044010,02.Final Water Elevation,536,Groundwater_elevation,2023-01-31T08:00:00.000Z,2023-12-29T08:00:00.000Z
99,UPE03-0035_1,UPE03-0035_1,619548,66162010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-31T08:00:00.000Z,2023-12-31T08:00:00.000Z
100,UPE08-0082_2,UPE08-0082_2,619549,66164010,02.Final Water Elevation,536,Groundwater_elevation,2018-01-23T08:00:00.000Z,2024-01-01T08:00:00.000Z
101,UPE03-0048_1,UPE03-0048_1,622297,66274010,02.Final Water Elevation,536,Groundwater_elevation,2022-04-04T08:00:00.000Z,2024-12-31T08:00:00.000Z
105,UPE11-0099_1,UPE11-0099_1,41980,65757010,02.Final Water Elevation,536,Groundwater_elevation,2017-06-08T08:00:00.000Z,2024-02-23T08:00:00.000Z
112,UPE12-0027_1,UPE12-0027_1,42071,65764010,02.Final Water Elevation,536,Groundwater_elevation,2021-04-26T08:00:00.000Z,2022-11-11T08:00:00.000Z
113,UPE12-0037_1,UPE12-0037_1,41983,65765010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-01T08:00:00.000Z,2023-12-01T08:00:00.000Z
115,UPE12-0041_1,UPE12-0041_1,41984,65767010,02.Final Water Elevation,536,Groundwater_elevation,2016-01-04T08:00:00.000Z,2023-12-01T08:00:00.000Z
117,UPE12-0056_1,UPE12-0056_1,41893,65769010,02.Final Water Elevation,536,Groundwater_elevation,2014-02-26T08:00:00.000Z,2019-11-14T08:00:00.000Z
118,UPE12-0058_1,UPE12-0058_1,41920,65770010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-24T08:00:00.000Z,2024-09-12T08:00:00.000Z
121,UPE13-0018_1,UPE13-0018_1,42117,65773010,02.Final Water Elevation,536,Groundwater_elevation,2015-12-30T08:00:00.000Z,2023-01-02T08:00:00.000Z
122,UPE13-0025_1,UPE13-0025_1,42118,65774010,02.Final Water Elevation,536,Groundwater_elevation,2023-12-18T08:00:00.000Z,2023-12-18T08:00:00.000Z
123,UPE13-0039_1,UPE13-0039_1,41895,65775010,02.Final Water Elevation,536,Groundwater_elevation,2019-03-01T08:00:00.000Z,2019-12-13T08:00:00.000Z
124,UPE13-0039_2,UPE13-0039_2,41896,65776010,02.Final Water Elevation,536,Groundwater_elevation,2018-03-21T08:00:00.000Z,2023-12-13T08:00:00.000Z
126,UPE13-0049_1,UPE13-0049_1,42119,65778010,02.Final Water Elevation,536,Groundwater_elevation,2022-02-15T08:00:00.000Z,2023-10-02T08:00:00.000Z
128,UPE13-0057_1,UPE13-0057_1,41986,65780010,02.Final Water Elevation,536,Groundwater_elevation,2022-12-31T08:00:00.000Z,2022-12-31T08:00:00.000Z
129,UPE13-0087_1,UPE13-0087_1,42075,65781010,02.Final Water Elevation,536,Groundwater_elevation,2016-07-20T08:00:00.000Z,2023-12-21T08:00:00.000Z
132,UPE14-0024_1,UPE14-0024_1,41987,65784010,02.Final Water Elevation,536,Groundwater_elevation,2015-01-20T08:00:00.000Z,2024-01-03T08:00:00.000Z
134,UPE14-0071_1,UPE14-0071_1,41923,65786010,02.Final Water Elevation,536,Groundwater_elevation,2020-01-06T08:00:00.000Z,2020-12-01T08:00:00.000Z
135,UPE14-0082_1,UPE14-0082_1,42076,65787010,02.Final Water Elevation,536,Groundwater_elevation,2017-01-02T08:00:00.000Z,2023-12-30T08:00:00.000Z
136,UPE14-0082_2,UPE14-0082_2,42077,65788010,02.Final Water Elevation,536,Groundwater_elevation,2017-01-02T08:00:00.000Z,2023-12-30T08:00:00.000Z
137,UPE14-0082_3,UPE14-0082_3,42078,65789010,02.Final Water Elevation,536,Groundwater_elevation,2017-01-02T08:00:00.000Z,2023-12-30T08:00:00.000Z
138,UPE14-0090_1,UPE14-0090_1,41924,65790010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-12T08:00:00.000Z,2023-12-15T08:00:00.000Z
139,UPE15-0031_1,UPE15-0031_1,41989,65791010,02.Final Water Elevation,536,Groundwater_elevation,2022-02-22T08:00:00.000Z,2022-12-21T08:00:00.000Z
143,UPE17-0010_1,UPE17-0010_1,619239,66050010,02.Final Water Elevation,536,Groundwater_elevation,2007-09-21T08:00:00.000Z,2019-09-09T08:00:00.000Z
147,UPE12-0027_2,UPE12-0027_2,619550,66166010,02.Final Water Elevation,536,Groundwater_elevation,2021-04-26T08:00:00.000Z,2022-10-10T08:00:00.000Z
148,UPE14-0055_1,UPE14-0055_1,619551,66168010,02.Final Water Elevation,536,Groundwater_elevation,2021-03-20T08:00:00.000Z,2024-01-16T08:00:00.000Z
149,UPE14-0082_4,UPE14-0082_4,619552,66170010,02.Final Water Elevation,536,Groundwater_elevation,2022-04-15T08:00:00.000Z,2023-12-30T08:00:00.000Z
150,UPE18-0010_1,UPE18-0010_1,619553,66172010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-16T08:00:00.000Z,2023-12-12T08:00:00.000Z
152,UPE14-0057_1,UPE14-0057_1,622302,66284010,02.Final Water Elevation,536,Groundwater_elevation,2019-01-20T08:00:00.000Z,2019-01-20T08:00:00.000Z
153,UPE14-0104_1,UPE14-0104_1,622303,66286010,02.Final Water Elevation,536,Groundwater_elevation,2022-01-25T08:00:00.000Z,2024-01-30T08:00:00.000Z
154,UPE16-0058_1,UPE16-0058_1,622304,66288010,02.Final Water Elevation,536,Groundwater_elevation,2023-09-16T08:00:00.000Z,2023-12-12T08:00:00.000Z
155,UPE16-0058_2,UPE16-0058_2,622305,66290010,02.Final Water Elevation,536,Groundwater_elevation,2023-09-13T08:00:00.000Z,2023-12-12T08:00:00.000Z
156,UPE17-0053_1,UPE17-0053_1,622306,66292010,02.Final Water Elevation,536,Groundwater_elevation,2020-06-02T08:00:00.000Z,2023-11-14T08:00:00.000Z
7,WRM23-0004_1,WRM23-0004_1,619250,66072010,02.Final Water Elevation,536,Groundwater_elevation,2023-01-02T08:00:00.000Z,2023-09-04T08:00:00.000Z
8,WRM23-0005_1,WRM23-0005_1,619251,66074010,02.Final Water Elevation,536,Groundwater_elevation,2023-07-03T08:00:00.000Z,2023-11-06T08:00:00.000Z
19,WRM22-0104_1,WRM22-0104_1,619555,66174010,02.Final Water Elevation,536,Groundwater_elevation,2022-02-20T08:00:00.000Z,2023-12-29T08:00:00.000Z
20,WRM22-0206_1,WRM22-0206_1,619554,66176010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-18T08:00:00.000Z,2023-11-09T08:00:00.000Z
21,WRM22-0221_1,WRM22-0221_1,619556,66178010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-15T08:00:00.000Z,2022-11-15T08:00:00.000Z
22,WRM23-0006_1,WRM23-0006_1,619557,66180010,02.Final Water Elevation,536,Groundwater_elevation,2023-07-06T08:00:00.000Z,2024-01-01T08:00:00.000Z
23,WRM23-0009_1,WRM23-0009_1,619558,66182010,02.Final Water Elevation,536,Groundwater_elevation,2023-10-03T08:00:00.000Z,2023-10-03T08:00:00.000Z
24,WRM22-0063_2,WRM22-0063_2,622258,66294010,02.Final Water Elevation,536,Groundwater_elevation,2023-01-31T08:00:00.000Z,2023-11-28T08:00:00.000Z
25,WRM22-0207_1,WRM22-0207_1,622307,66296010,02.Final Water Elevation,536,Groundwater_elevation,2022-06-01T08:00:00.000Z,2023-10-02T08:00:00.000Z
26,WRM22-0212_1,WRM22-0212_1,622308,66298010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-25T08:00:00.000Z,2023-01-05T08:00:00.000Z
27,WRM22-0215_1,WRM22-0215_1,622309,66301010,02.Final Water Elevation,536,Groundwater_elevation,2022-03-20T08:00:00.000Z,2023-12-29T08:00:00.000Z
